id,condition,sceneName,sceneNumber,task,block,trial,Navigate_target,Navigate_actualPath,Navigate_optimalPath,Navigate_excessPath,Navigate_clockwiseTravel,Navigate_duration,
default,default,main,1,TASK_Free,1,1,None,2.282573,8.47,-6.187428,99.01125,2.005462,
