id,condition,sceneName,sceneNumber,task,block,trial,Pointing_task,Pointing_location,Pointing_target,Pointing_compassStartAngle,Pointing_responseCW,Pointing_answerCW,Pointing_signedError,Pointing_absError,Pointing_SOPorientingTime,Pointing_responseTime,Pointing (1)_task,Pointing (1)_location,Pointing (1)_target,Pointing (1)_compassStartAngle,Pointing (1)_responseCW,Pointing (1)_answerCW,Pointing (1)_signedError,Pointing (1)_absError,Pointing (1)_SOPorientingTime,Pointing (1)_responseTime,Pointing (2)_task,Pointing (2)_location,Pointing (2)_target,Pointing (2)_compassStartAngle,Pointing (2)_responseCW,Pointing (2)_answerCW,Pointing (2)_signedError,Pointing (2)_absError,Pointing (2)_SOPorientingTime,Pointing (2)_responseTime,Pointing (3)_task,Pointing (3)_location,Pointing (3)_target,Pointing (3)_compassStartAngle,Pointing (3)_responseCW,Pointing (3)_answerCW,Pointing (3)_signedError,Pointing (3)_absError,Pointing (3)_SOPorientingTime,Pointing (3)_responseTime,Pointing (4)_task,Pointing (4)_location,Pointing (4)_target,Pointing (4)_compassStartAngle,Pointing (4)_responseCW,Pointing (4)_answerCW,Pointing (4)_signedError,Pointing (4)_absError,Pointing (4)_SOPorientingTime,Pointing (4)_responseTime,
default,default,Supermarket #3B,1,sop,1,1,SOP,Cake,Bananas,243.9931,243.9931,264.5298,-20.53665,20.53665,3.282845,0.7000313,SOP,Cake,Pizza,62.19241,62.19241,242.6477,179.5447,179.5447,0.6839581,0.5682735,SOP,Cake,Cereal Box,53.90374,53.90374,249.7725,164.1312,164.1312,0.6357536,0.5956764,SOP,Cake,Juice,359.0978,359.0978,274.4084,84.68936,84.68936,0.684021,0.6205807,SOP,Cake,Chips,105.1441,105.1441,272.2429,-167.0988,167.0988,1.064558,0.7994862,
