id,condition,sceneName,sceneNumber,task,block,trial,Pointing_task,Pointing_location,Pointing_target,Pointing_compassStartAngle,Pointing_responseCW,Pointing_answerCW,Pointing_signedError,Pointing_absError,Pointing_SOPorientingTime,Pointing_responseTime,Pointing (1)_task,Pointing (1)_location,Pointing (1)_target,Pointing (1)_compassStartAngle,Pointing (1)_responseCW,Pointing (1)_answerCW,Pointing (1)_signedError,Pointing (1)_absError,Pointing (1)_SOPorientingTime,Pointing (1)_responseTime,Pointing (2)_task,Pointing (2)_location,Pointing (2)_target,Pointing (2)_compassStartAngle,Pointing (2)_responseCW,Pointing (2)_answerCW,Pointing (2)_signedError,Pointing (2)_absError,Pointing (2)_SOPorientingTime,Pointing (2)_responseTime,Pointing (3)_task,Pointing (3)_location,Pointing (3)_target,Pointing (3)_compassStartAngle,Pointing (3)_responseCW,Pointing (3)_answerCW,Pointing (3)_signedError,Pointing (3)_absError,Pointing (3)_SOPorientingTime,Pointing (3)_responseTime,Pointing (4)_task,Pointing (4)_location,Pointing (4)_target,Pointing (4)_compassStartAngle,Pointing (4)_responseCW,Pointing (4)_answerCW,Pointing (4)_signedError,Pointing (4)_absError,Pointing (4)_SOPorientingTime,Pointing (4)_responseTime,Pointing (5)_task,Pointing (5)_location,Pointing (5)_target,Pointing (5)_compassStartAngle,Pointing (5)_responseCW,Pointing (5)_answerCW,Pointing (5)_signedError,Pointing (5)_absError,Pointing (5)_SOPorientingTime,Pointing (5)_responseTime,
default,default,Supermarket #3B,1,TASK_Orientation,1,1,SOP,Cake,Cereal Box,156.349,286.3282,284.2233,2.104828,2.104828,3.499966,5.968773,SOP,Cake,Bananas,217.113,295.549,288.2259,7.32309,7.32309,5.896942,8.313622,SOP,Cake,Pizza,207.6798,281.2497,273.2175,8.032196,8.032196,3.522995,6.229881,SOP,Cake,Cake,279.2804,358.7914,0,-1.208588,1.208588,5.46418,15.89587,SOP,Cake,Chips,61.98216,306.4907,292.6395,13.8512,13.8512,1.657913,3.822311,SOP,Cake,Juice,24.40359,313.2043,305.4044,7.799896,7.799896,2.907074,3.962021,
