Time,Body Position (x),Body Position (y),Body Position (z),Head Position (x),Head Position (y),Head Position (z),Region (Color),
149.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
149.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
150,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
150.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
150.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
150.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
151,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
151.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
151.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
151.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
152,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
152.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
152.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
152.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
153,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
153.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
153.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
153.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
154,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
154.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
154.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
154.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
155,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
155.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
155.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
155.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
156,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
156.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
156.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
156.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
157,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
157.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
157.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
157.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
158,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
158.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
158.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
158.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
159,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
159.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
159.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
159.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
160,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
160.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
160.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
160.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
161,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
161.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
161.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
161.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
162,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
162.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
162.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
162.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
163,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
163.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
163.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
163.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
164,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
164.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
164.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
164.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
165,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
165.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
165.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
165.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
166,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
166.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
166.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
166.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
167,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
167.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
167.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
167.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
168,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
168.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
168.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
168.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
169,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
169.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
169.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
169.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
170,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
170.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
170.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
170.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
171,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
171.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
171.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
171.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
172,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
172.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
172.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
172.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
173,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
173.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
173.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
173.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
174,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
174.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
174.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
174.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
175,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
175.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
175.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
175.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
176,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
176.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
176.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
176.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
177,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
177.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
177.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
177.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
178,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
178.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
178.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
178.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
179,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
179.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
179.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
179.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
180,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
180.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
180.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
180.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
181,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
181.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
181.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
181.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
182,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
182.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
182.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
182.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
183,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
183.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
183.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
183.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
184,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
184.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
184.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
184.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
185,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
185.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
185.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
185.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
186,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
186.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
186.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
186.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
187,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
187.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
187.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
187.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
188,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
188.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
188.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
188.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
189,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
189.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
189.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
189.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
190,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
190.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
190.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
190.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
191,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
191.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
191.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
191.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
192,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
192.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
192.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
192.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
193,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
193.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
193.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
193.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
194,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
194.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
194.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
194.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
195,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
195.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
195.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
195.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
196,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
196.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
196.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
196.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
197,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
197.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
197.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
197.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
198,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
198.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
198.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
198.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
199,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
199.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
199.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
199.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
200,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
200.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
200.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
200.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
201,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
201.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
201.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
201.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
202,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
202.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
202.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
202.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
203,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
203.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
203.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
203.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
204,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
204.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
204.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
204.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
205,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
205.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
205.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
205.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
206,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
206.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
206.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
206.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
207,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
207.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
207.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
207.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
208,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
208.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
208.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
208.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
209,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
209.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
209.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
209.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
210,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
210.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
210.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
210.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
211,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
211.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
211.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
211.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
212,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
212.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
212.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
212.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
213,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
213.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
213.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
213.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
214,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
214.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
214.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
214.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
215,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
215.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
215.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
215.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
216,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
216.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
216.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
216.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
217,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
217.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
217.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
217.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
218,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
218.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
218.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
218.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
219,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
219.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
219.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
219.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
220,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
220.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
220.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
220.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
221,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
221.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
221.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
221.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
222,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
222.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
222.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
222.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
223,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
223.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
223.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
223.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
224,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
